Timestamp,edad,ahorita,en un rato,luego luego,al rato,ya voy,ya mero,ya casi,a la vuelta,en un ratito,en corto,espérame tantito,luego,uno de estos días,hay que ir por un café
7/20/2022 14:47:37,26 - 30,15 - 30 min,30 min - 1 hora,1 - 15 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),30 min - 1 hora,1 - 15 min,Nunca (no pienso que se complete la acción),30 min - 1 hora,15 - 30 min,15 - 30 min,1 - 24 horas,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/20/2022 16:15:07,30 - 35,30 min - 1 hora,30 min - 1 hora,1 - 15 min,1 - 24 horas,1 - 15 min,15 - 30 min,1 - 15 min,1 - 24 horas,15 - 30 min,no uso esta palabra,1 - 15 min,1 - 24 horas,más de una semana,1 - 7 días
7/20/2022 16:38:04,51 - 60,1 - 15 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 15 min,Inmediatamente (no más de 1 minuto),1 - 7 días,15 - 30 min,no uso esta palabra,15 - 30 min,1 - 24 horas,Nunca (no pienso que se complete la acción),"más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 16:53:12,41 - 50,1 - 15 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,"1 - 7 días, más de una semana",15 - 30 min,1 - 24 horas,1 - 15 min,15 - 30 min,15 - 30 min,30 min - 1 hora,Nunca (no pienso que se complete la acción),30 min - 1 hora
7/20/2022 16:59:17,36 - 40,"Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora, 1 - 24 horas, 1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)","15 - 30 min, 30 min - 1 hora, 1 - 24 horas","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora, 1 - 24 horas",1 - 24 horas,"1 - 15 min, 15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min, 30 min - 1 hora, 1 - 24 horas, 1 - 7 días, más de una semana","1 - 15 min, 15 - 30 min, 30 min - 1 hora","30 min - 1 hora, 1 - 24 horas, 1 - 7 días, más de una semana","15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min","Inmediatamente (no más de 1 minuto), 1 - 15 min","30 min - 1 hora, 1 - 24 horas, 1 - 7 días, más de una semana","más de una semana, Nunca (no pienso que se complete la acción)","más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 17:02:57,51 - 60,15 - 30 min,1 - 24 horas,1 - 15 min,"30 min - 1 hora, 1 - 24 horas",Inmediatamente (no más de 1 minuto),30 min - 1 hora,30 min - 1 hora,1 - 7 días,1 - 15 min,30 min - 1 hora,30 min - 1 hora,más de una semana,Nunca (no pienso que se complete la acción),más de una semana
7/20/2022 17:25:58,20 - 25,15 - 30 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),30 min - 1 hora,1 - 15 min,1 - 15 min,"Inmediatamente (no más de 1 minuto), 1 - 15 min",no uso esta palabra,"1 - 15 min, 15 - 30 min","Inmediatamente (no más de 1 minuto), 1 - 15 min","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora","1 - 24 horas, 1 - 7 días",1 - 7 días,"1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 17:26:21,20 - 25,"1 - 15 min, 15 - 30 min","30 min - 1 hora, 1 - 24 horas","Inmediatamente (no más de 1 minuto), 1 - 15 min",1 - 24 horas,Inmediatamente (no más de 1 minuto),30 min - 1 hora,"1 - 15 min, 1 - 24 horas","1 - 7 días, más de una semana","1 - 15 min, 15 - 30 min",1 - 15 min,"Inmediatamente (no más de 1 minuto), 1 - 15 min",1 - 24 horas,"más de una semana, Nunca (no pienso que se complete la acción)","1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 17:36:41,26 - 30,"Inmediatamente (no más de 1 minuto), 1 - 15 min",30 min - 1 hora,Inmediatamente (no más de 1 minuto),30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 15 min,1 - 15 min,1 - 7 días,"15 - 30 min, 30 min - 1 hora",1 - 15 min,1 - 15 min,1 - 24 horas,1 - 7 días,1 - 7 días
7/20/2022 18:11:11,20 - 25,Inmediatamente (no más de 1 minuto),15 - 30 min,1 - 15 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),"1 - 15 min, 15 - 30 min",1 - 15 min,30 min - 1 hora,15 - 30 min,1 - 15 min,15 - 30 min,1 - 24 horas,"1 - 7 días, más de una semana",más de una semana
7/20/2022 18:17:43,61 - 70,1 - 15 min,15 - 30 min,1 - 15 min,15 - 30 min,Inmediatamente (no más de 1 minuto),1 - 15 min,1 - 15 min,15 - 30 min,30 min - 1 hora,15 - 30 min,30 min - 1 hora,30 min - 1 hora,más de una semana,30 min - 1 hora
7/20/2022 18:18:16,30 - 35,1 - 24 horas,30 min - 1 hora,"1 - 7 días, no uso esta palabra",1 - 24 horas,30 min - 1 hora,15 - 30 min,15 - 30 min,1 - 15 min,1 - 24 horas,15 - 30 min,15 - 30 min,más de una semana,más de una semana,más de una semana
7/20/2022 18:56:09,61 - 70,1 - 15 min,"15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min",30 min - 1 hora,1 - 15 min,15 - 30 min,1 - 15 min,30 min - 1 hora,30 min - 1 hora,no uso esta palabra,1 - 15 min,30 min - 1 hora,más de una semana,más de una semana
7/20/2022 21:09:51,26 - 30,"1 - 15 min, 15 - 30 min","15 - 30 min, 30 min - 1 hora","Inmediatamente (no más de 1 minuto), 1 - 15 min",1 - 24 horas,"Inmediatamente (no más de 1 minuto), 1 - 15 min",30 min - 1 hora,"1 - 15 min, 15 - 30 min",1 - 7 días,"1 - 15 min, 15 - 30 min","30 min - 1 hora, 1 - 24 horas",1 - 15 min,1 - 24 horas,"más de una semana, Nunca (no pienso que se complete la acción)","más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 21:25:32,20 - 25,15 - 30 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 24 horas,15 - 30 min,15 - 30 min,1 - 15 min,1 - 24 horas,30 min - 1 hora,15 - 30 min,15 - 30 min,1 - 7 días,más de una semana,más de una semana
7/20/2022 21:27:53,26 - 30,1 - 15 min,30 min - 1 hora,1 - 15 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 15 min,15 - 30 min,más de una semana,30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 24 horas,1 - 7 días,"más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 21:29:06,20 - 25,30 min - 1 hora,30 min - 1 hora,"1 - 15 min, 15 - 30 min",1 - 24 horas,1 - 15 min,30 min - 1 hora,30 min - 1 hora,Nunca (no pienso que se complete la acción),30 min - 1 hora,1 - 15 min,30 min - 1 hora,1 - 7 días,más de una semana,más de una semana
7/20/2022 21:30:29,26 - 30,"1 - 15 min, 15 - 30 min","30 min - 1 hora, 1 - 24 horas",Inmediatamente (no más de 1 minuto),30 min - 1 hora,"Inmediatamente (no más de 1 minuto), 1 - 15 min",15 - 30 min,1 - 15 min,no uso esta palabra,15 - 30 min,1 - 15 min,1 - 15 min,"1 - 24 horas, 1 - 7 días",1 - 7 días,Nunca (no pienso que se complete la acción)
7/20/2022 21:31:05,26 - 30,30 min - 1 hora,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,1 - 15 min,1 - 15 min,15 - 30 min,1 - 15 min,Inmediatamente (no más de 1 minuto),1 - 15 min,1 - 24 horas,más de una semana,más de una semana
7/20/2022 21:33:21,20 - 25,"Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, Nunca (no pienso que se complete la acción)","30 min - 1 hora, 1 - 24 horas","Inmediatamente (no más de 1 minuto), 1 - 15 min","1 - 24 horas, Nunca (no pienso que se complete la acción)","1 - 15 min, Nunca (no pienso que se complete la acción)","15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min, 30 min - 1 hora","más de una semana, Nunca (no pienso que se complete la acción)","30 min - 1 hora, 1 - 24 horas",Inmediatamente (no más de 1 minuto),"1 - 15 min, 15 - 30 min","1 - 24 horas, 1 - 7 días","más de una semana, Nunca (no pienso que se complete la acción)","1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 21:34:01,20 - 25,"1 - 15 min, 15 - 30 min",30 min - 1 hora,"Inmediatamente (no más de 1 minuto), 1 - 15 min",30 min - 1 hora,"Inmediatamente (no más de 1 minuto), 1 - 15 min","15 - 30 min, 30 min - 1 hora",1 - 15 min,"Nunca (no pienso que se complete la acción), no uso esta palabra","Nunca (no pienso que se complete la acción), no uso esta palabra","Inmediatamente (no más de 1 minuto), 1 - 15 min, no uso esta palabra","1 - 15 min, 15 - 30 min","1 - 24 horas, 1 - 7 días","1 - 7 días, más de una semana","1 - 7 días, más de una semana"
7/20/2022 21:36:43,20 - 25,1 - 15 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),30 min - 1 hora,Inmediatamente (no más de 1 minuto),30 min - 1 hora,30 min - 1 hora,Nunca (no pienso que se complete la acción),15 - 30 min,1 - 15 min,1 - 15 min,"1 - 24 horas, 1 - 7 días",Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/20/2022 21:37:16,26 - 30,30 min - 1 hora,1 - 24 horas,1 - 24 horas,30 min - 1 hora,30 min - 1 hora,"30 min - 1 hora, 1 - 24 horas","30 min - 1 hora, 1 - 24 horas","30 min - 1 hora, 1 - 24 horas","30 min - 1 hora, 1 - 24 horas","30 min - 1 hora, 1 - 24 horas","1 - 24 horas, 1 - 7 días","30 min - 1 hora, 1 - 24 horas","30 min - 1 hora, 1 - 24 horas","30 min - 1 hora, 1 - 24 horas"
7/20/2022 21:49:36,26 - 30,30 min - 1 hora,1 - 24 horas,"Inmediatamente (no más de 1 minuto), 1 - 15 min",30 min - 1 hora,30 min - 1 hora,15 - 30 min,"30 min - 1 hora, 1 - 24 horas, 1 - 7 días",1 - 7 días,"15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min",15 - 30 min,"1 - 15 min, 30 min - 1 hora, 1 - 24 horas","1 - 24 horas, 1 - 7 días","más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 21:55:50,26 - 30,15 - 30 min,1 - 24 horas,1 - 15 min,30 min - 1 hora,30 min - 1 hora,1 - 15 min,1 - 15 min,Inmediatamente (no más de 1 minuto),15 - 30 min,15 - 30 min,30 min - 1 hora,1 - 7 días,más de una semana,1 - 7 días
7/20/2022 21:58:04,20 - 25,"15 - 30 min, Nunca (no pienso que se complete la acción)",1 - 24 horas,1 - 15 min,1 - 24 horas,1 - 15 min,1 - 15 min,15 - 30 min,Nunca (no pienso que se complete la acción),1 - 15 min,1 - 15 min,15 - 30 min,1 - 7 días,"más de una semana, Nunca (no pienso que se complete la acción)","más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 22:06:11,36 - 40,Inmediatamente (no más de 1 minuto),1 - 24 horas,no uso esta palabra,1 - 24 horas,"15 - 30 min, 30 min - 1 hora",1 - 15 min,30 min - 1 hora,no uso esta palabra,15 - 30 min,1 - 15 min,15 - 30 min,1 - 7 días,no uso esta palabra,Nunca (no pienso que se complete la acción)
7/20/2022 22:09:35,26 - 30,15 - 30 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,15 - 30 min,1 - 15 min,1 - 15 min,1 - 7 días,1 - 24 horas,1 - 15 min,1 - 15 min,1 - 24 horas,más de una semana,más de una semana
7/20/2022 22:17:59,26 - 30,1 - 15 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,1 - 15 min,15 - 30 min,1 - 15 min,Inmediatamente (no más de 1 minuto),Inmediatamente (no más de 1 minuto),30 min - 1 hora,1 - 7 días,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/20/2022 22:25:08,26 - 30,1 - 15 min,30 min - 1 hora,"Inmediatamente (no más de 1 minuto), 1 - 15 min",30 min - 1 hora,30 min - 1 hora,15 - 30 min,15 - 30 min,30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 15 min,"1 - 24 horas, 1 - 7 días","1 - 7 días, más de una semana",1 - 7 días
7/20/2022 22:36:25,41 - 50,15 - 30 min,30 min - 1 hora,1 - 15 min,1 - 24 horas,15 - 30 min,30 min - 1 hora,1 - 15 min,no uso esta palabra,30 min - 1 hora,no uso esta palabra,15 - 30 min,1 - 24 horas,más de una semana,más de una semana
7/20/2022 22:56:03,20 - 25,1 - 15 min,15 - 30 min,Inmediatamente (no más de 1 minuto),30 min - 1 hora,1 - 15 min,15 - 30 min,1 - 15 min,1 - 7 días,30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 24 horas,más de una semana,1 - 7 días
7/20/2022 23:13:19,26 - 30,1 - 15 min,30 min - 1 hora,"Inmediatamente (no más de 1 minuto), 1 - 15 min",30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 15 min,"1 - 24 horas, 1 - 7 días",1 - 15 min,1 - 15 min,15 - 30 min,"1 - 24 horas, 1 - 7 días","más de una semana, Nunca (no pienso que se complete la acción)","más de una semana, Nunca (no pienso que se complete la acción)"
7/20/2022 23:34:17,26 - 30,1 - 15 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,30 min - 1 hora,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción),30 min - 1 hora,Inmediatamente (no más de 1 minuto),15 - 30 min,1 - 24 horas,Nunca (no pienso que se complete la acción),más de una semana
7/20/2022 23:34:45,20 - 25,"15 - 30 min, 30 min - 1 hora",30 min - 1 hora,"Inmediatamente (no más de 1 minuto), 1 - 15 min",1 - 24 horas,Inmediatamente (no más de 1 minuto),"1 - 15 min, 15 - 30 min",1 - 15 min,1 - 7 días,"1 - 15 min, 15 - 30 min",1 - 15 min,1 - 15 min,1 - 24 horas,"1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)",1 - 7 días
7/20/2022 23:52:48,51 - 60,Inmediatamente (no más de 1 minuto),15 - 30 min,Inmediatamente (no más de 1 minuto),15 - 30 min,Inmediatamente (no más de 1 minuto),"1 - 15 min, 15 - 30 min",1 - 15 min,30 min - 1 hora,1 - 15 min,1 - 15 min,1 - 15 min,15 - 30 min,más de una semana,más de una semana
7/21/2022 0:42:19,26 - 30,1 - 15 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,15 - 30 min,15 - 30 min,Nunca (no pienso que se complete la acción),15 - 30 min,1 - 15 min,1 - 15 min,Nunca (no pienso que se complete la acción),1 - 7 días,1 - 7 días
7/21/2022 0:56:37,26 - 30,"Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora","30 min - 1 hora, 1 - 24 horas","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min","30 min - 1 hora, 1 - 24 horas","15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min, 30 min - 1 hora","1 - 15 min, 15 - 30 min","1 - 7 días, más de una semana","1 - 15 min, 15 - 30 min",15 - 30 min,1 - 15 min,"30 min - 1 hora, 1 - 24 horas, 1 - 7 días","1 - 7 días, más de una semana","más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 1:57:30,26 - 30,"1 - 15 min, 15 - 30 min, 30 min - 1 hora",1 - 24 horas,"Inmediatamente (no más de 1 minuto), 1 - 15 min",1 - 24 horas,"Inmediatamente (no más de 1 minuto), 1 - 15 min","15 - 30 min, 30 min - 1 hora",1 - 15 min,1 - 7 días,1 - 15 min,1 - 15 min,"15 - 30 min, 30 min - 1 hora",1 - 24 horas,"1 - 7 días, más de una semana","1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 2:23:29,26 - 30,"1 - 15 min, 15 - 30 min","30 min - 1 hora, 1 - 24 horas",Inmediatamente (no más de 1 minuto),"30 min - 1 hora, 1 - 24 horas",1 - 15 min,1 - 15 min,1 - 15 min,"1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)",1 - 15 min,Inmediatamente (no más de 1 minuto),15 - 30 min,"más de una semana, Nunca (no pienso que se complete la acción)",Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 5:31:40,26 - 30,"Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora, 1 - 24 horas, 1 - 7 días, más de una semana, Nunca (no pienso que se complete la acción)","15 - 30 min, 30 min - 1 hora, 1 - 24 horas, 1 - 7 días","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora, 1 - 24 horas",1 - 24 horas,"Inmediatamente (no más de 1 minuto), 1 - 15 min","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min","Inmediatamente (no más de 1 minuto), 1 - 15 min","1 - 24 horas, 1 - 7 días, más de una semana","30 min - 1 hora, 1 - 24 horas","1 - 15 min, 15 - 30 min","Inmediatamente (no más de 1 minuto), 1 - 15 min","30 min - 1 hora, 1 - 24 horas, 1 - 7 días","1 - 7 días, más de una semana","más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 8:10:23,20 - 25,30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 24 horas,15 - 30 min,15 - 30 min,15 - 30 min,1 - 7 días,1 - 24 horas,1 - 15 min,15 - 30 min,1 - 7 días,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 9:56:47,20 - 25,15 - 30 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,1 - 15 min,1 - 15 min,no uso esta palabra,30 min - 1 hora,Inmediatamente (no más de 1 minuto),30 min - 1 hora,1 - 7 días,Nunca (no pienso que se complete la acción),más de una semana
7/21/2022 10:25:06,26 - 30,1 - 15 min,1 - 24 horas,1 - 15 min,30 min - 1 hora,1 - 15 min,1 - 15 min,1 - 15 min,1 - 7 días,30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 7 días,"más de una semana, Nunca (no pienso que se complete la acción)","más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 12:30:49,51 - 60,Inmediatamente (no más de 1 minuto),15 - 30 min,Inmediatamente (no más de 1 minuto),30 min - 1 hora,1 - 15 min,1 - 15 min,15 - 30 min,1 - 24 horas,1 - 15 min,Inmediatamente (no más de 1 minuto),1 - 15 min,1 - 24 horas,1 - 7 días,15 - 30 min
7/21/2022 12:35:27,36 - 40,Inmediatamente (no más de 1 minuto),no uso esta palabra,Inmediatamente (no más de 1 minuto),no uso esta palabra,Inmediatamente (no más de 1 minuto),no uso esta palabra,no uso esta palabra,Inmediatamente (no más de 1 minuto),no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta expresión
7/21/2022 12:36:03,26 - 30,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 12:36:05,41 - 50,Inmediatamente (no más de 1 minuto),Nunca (no pienso que se complete la acción),Inmediatamente (no más de 1 minuto),Nunca (no pienso que se complete la acción),Inmediatamente (no más de 1 minuto),Inmediatamente (no más de 1 minuto),Inmediatamente (no más de 1 minuto),Nunca (no pienso que se complete la acción),Inmediatamente (no más de 1 minuto),Inmediatamente (no más de 1 minuto),Inmediatamente (no más de 1 minuto),Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 12:44:20,36 - 40,"Inmediatamente (no más de 1 minuto), 1 - 15 min","15 - 30 min, 30 min - 1 hora","Inmediatamente (no más de 1 minuto), 1 - 15 min",1 - 24 horas,"Inmediatamente (no más de 1 minuto), 1 - 15 min","15 - 30 min, 30 min - 1 hora","Inmediatamente (no más de 1 minuto), 1 - 15 min",no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,no uso esta palabra,más de una semana,1 - 7 días
7/21/2022 13:03:28,30 - 35,Inmediatamente (no más de 1 minuto),no uso esta palabra,Inmediatamente (no más de 1 minuto),no uso esta palabra,Inmediatamente (no más de 1 minuto),no uso esta palabra,no uso esta palabra,Inmediatamente (no más de 1 minuto),no uso esta palabra,no uso esta palabra,1 - 15 min,no uso esta palabra,Nunca (no pienso que se complete la acción),1 - 7 días
7/21/2022 13:28:39,20 - 25,"1 - 15 min, 15 - 30 min","15 - 30 min, 30 min - 1 hora",Inmediatamente (no más de 1 minuto),"30 min - 1 hora, 1 - 24 horas","Inmediatamente (no más de 1 minuto), 1 - 15 min","Inmediatamente (no más de 1 minuto), 1 - 15 min","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora",no uso esta palabra,"Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min, 30 min - 1 hora","Inmediatamente (no más de 1 minuto), 1 - 15 min","Inmediatamente (no más de 1 minuto), 1 - 15 min, 15 - 30 min","30 min - 1 hora, 1 - 24 horas","1 - 24 horas, 1 - 7 días, más de una semana","más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 13:35:22,26 - 30,15 - 30 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,1 - 15 min,1 - 24 horas,1 - 15 min,30 min - 1 hora,1 - 24 horas,15 - 30 min,1 - 24 horas,más de una semana,"más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 13:40:43,20 - 25,15 - 30 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 15 min,1 - 15 min,"1 - 7 días, más de una semana",15 - 30 min,"1 - 15 min, 15 - 30 min","1 - 15 min, 15 - 30 min",más de una semana,más de una semana,"más de una semana, Nunca (no pienso que se complete la acción)"
7/21/2022 13:49:02,20 - 25,15 - 30 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,30 min - 1 hora,15 - 30 min,1 - 7 días,30 min - 1 hora,15 - 30 min,1 - 15 min,1 - 24 horas,Nunca (no pienso que se complete la acción),más de una semana
7/21/2022 15:34:19,20 - 25,30 min - 1 hora,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 24 horas,15 - 30 min,30 min - 1 hora,1 - 15 min,más de una semana,30 min - 1 hora,"1 - 15 min, 15 - 30 min","1 - 15 min, 15 - 30 min",1 - 24 horas,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 16:20:53,30 - 35,1 - 24 horas,30 min - 1 hora,Inmediatamente (no más de 1 minuto),1 - 15 min,15 - 30 min,15 - 30 min,1 - 15 min,Nunca (no pienso que se complete la acción),30 min - 1 hora,Inmediatamente (no más de 1 minuto),Inmediatamente (no más de 1 minuto),"15 - 30 min, 1 - 24 horas",Nunca (no pienso que se complete la acción),más de una semana
7/21/2022 16:28:09,51 - 60,15 - 30 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,1 - 15 min,30 min - 1 hora,15 - 30 min,1 - 24 horas,1 - 24 horas,15 - 30 min,30 min - 1 hora,1 - 24 horas,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 17:21:02,20 - 25,"1 - 15 min, 30 min - 1 hora",1 - 24 horas,1 - 15 min,"1 - 24 horas, Nunca (no pienso que se complete la acción)","1 - 15 min, Nunca (no pienso que se complete la acción)",15 - 30 min,1 - 15 min,"más de una semana, Nunca (no pienso que se complete la acción)",1 - 24 horas,30 min - 1 hora,1 - 15 min,1 - 24 horas,Nunca (no pienso que se complete la acción),más de una semana
7/21/2022 17:52:56,30 - 35,15 - 30 min,1 - 24 horas,1 - 15 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),30 min - 1 hora,15 - 30 min,más de una semana,1 - 24 horas,30 min - 1 hora,15 - 30 min,1 - 7 días,Nunca (no pienso que se complete la acción),Nunca (no pienso que se complete la acción)
7/21/2022 18:27:28,26 - 30,1 - 15 min,1 - 24 horas,Inmediatamente (no más de 1 minuto),1 - 24 horas,Inmediatamente (no más de 1 minuto),30 min - 1 hora,Inmediatamente (no más de 1 minuto),Nunca (no pienso que se complete la acción),1 - 7 días,más de una semana,no uso esta palabra,"1 - 24 horas, más de una semana, Nunca (no pienso que se complete la acción)",Nunca (no pienso que se complete la acción),30 min - 1 hora
7/21/2022 18:52:44,20 - 25,1 - 15 min,30 min - 1 hora,Inmediatamente (no más de 1 minuto),"30 min - 1 hora, 1 - 24 horas",1 - 15 min,1 - 15 min,1 - 15 min,1 - 7 días,"1 - 15 min, 15 - 30 min",15 - 30 min,"1 - 15 min, 15 - 30 min, 30 min - 1 hora",Nunca (no pienso que se complete la acción),"más de una semana, Nunca (no pienso que se complete la acción)","más de una semana, Nunca (no pienso que se complete la acción)"